,InvoiceNo,StockCode,name,parent_category,Quantity,InvoiceDate,price,CustomerID
27370,928981,3176,SENSODYNE DİŞ MƏCUNU SÜRƏTLİ RAHATLAMA 75 ML,ŞƏXSİ BAXIM,2,05/08/2022 19:06,10.89,3896
27371,356471,2466,BORODIN COREK N1 400 GR,UN VƏ QƏNNADI MƏHSULLARI,3,05/14/2022 08:11,0.95,7195
27372,253490,2213,GILTEKS 2NEFERLIK BOZ CARSAF 240X260,TEKSTİL,4,12/03/2022 08:36,15.99,7763
27373,359787,2646,WINSTON BLUE SIQARET,SİQARETLƏR,4,08/05/2022 19:44,3.5,5440
27374,385693,1146,MİLKA TRİOLADE PLİTKA ŞOKOLAD 280 QR,ŞİRNİYYAT,3,02/08/2023 19:58,6.99,3032
27375,513431,3549,PINAR LABNE 200 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,4,08/04/2022 22:53,3.99,4920
27376,592378,3464,SM-A125 4GB/64GB BLUEA12,MƏİŞƏT TEXNİKASI,3,03/20/2022 03:53,389.0,5373
27377,584183,2704,SOBRANIE WHITE SIQARET,SİQARETLƏR,2,11/28/2022 22:17,4.2,9641
27378,871440,127,PURE MILK GURCU PENDIRI 1KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,4,04/30/2022 13:25,18.29,3216
27379,430338,2061,BANKETNAYA ARAQ 0.7 LT,SPİRTLİ İÇKİLƏR,1,06/09/2022 01:56,15.29,3405
27380,502206,398,ETİ PUF KOKOSLU ZEFİRLİ PEÇENYE 18 QR,ŞİRNİYYAT,3,03/24/2023 02:35,0.33,4998
27381,489422,2703,SOBRANIE KSS WHITE SIQARET,SİQARETLƏR,4,11/22/2022 20:58,4.2,5898
27382,868561,1364,BOROPLUS KREM SADE 25ML,ŞƏXSİ BAXIM,5,03/21/2022 22:16,1.19,5121
27383,594513,1132,FANAT SUXARI KRAB DADLİ 35 QR,ŞİRNİYYAT,2,01/02/2023 09:53,0.25,4779
27384,836949,2764,GILTEKS 2LI AG YASTIQ UZU 50X70,TEKSTİL,3,10/15/2022 07:44,6.99,3568
27385,936199,331,RENQLI BIBER KG,MEYVƏ VƏ TƏRƏVƏZ,2,03/22/2023 21:15,5.59,8330
27386,734421,2511,ABŞERON BULKA KİŞMİŞLİ,UN VƏ QƏNNADI MƏHSULLARI,2,08/07/2022 23:47,0.69,8195
27387,376785,3126,AURA TUALET KAGIZI PERFUMED 8RULON,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,11/22/2022 00:44,9.99,4113
27388,475201,3450,SAMSUNG SM-A127 4GB/64GB RED,MƏİŞƏT TEXNİKASI,3,03/19/2023 21:00,379.0,9363
27389,739452,2422,ALBENI MİNİ KQ,ŞİRNİYYAT,1,04/25/2022 10:16,15.05,1447
27390,870839,2145,SN4 SOUNDBAR,MƏİŞƏT TEXNİKASI,4,06/12/2022 01:33,459.0,7563
27391,740197,926,BOSTAN GİLAS KOMPOTU 1 LT,ALKOQOLSUZ İÇKİLƏR,3,03/12/2022 03:11,1.89,5442
27392,863105,2430,AKKOND KONFET OTLOMİ KQ,ŞİRNİYYAT,2,12/30/2022 11:03,18.95,2632
27393,980932,2443,ROSHEN JELLY KQ,ŞİRNİYYAT,2,07/07/2022 16:00,6.25,6899
27394,384853,2720,UTYONOK HAMAM TƏMİZLƏYİCİ VASİTƏ SUPER GÜC 900 ML,EV TƏMİZLİYİ VƏ AKSESUARLARI,5,06/22/2022 14:54,6.99,5600
27395,222753,1776,SANDORA YAŞIL ALMA ŞİRƏSİ  1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,03/05/2023 17:00,2.69,1948
27396,858192,1792,BOSTAN YEMİŞAN-FEYXOA KOMPOTU 1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,09/12/2022 17:14,1.85,7109
27397,191436,2732,FAIRY QABYUYAN VASİTƏ LİMON 500 ML,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,06/11/2022 15:04,4.95,7609
27398,790786,298,PINAR AÇ-BİTİR HİND TOYUĞU ƏTİNDƏN SALAMİ 70 QR,QASTRONOMİYA,4,09/19/2022 19:18,1.99,9338
27399,488854,1930,DISH WASHING SAMSUNG DW60M5062FW/TR,MƏİŞƏT TEXNİKASI,3,12/07/2022 15:45,879.0,7744
27400,361404,2835,TV SAMSUNG UE43T5300AUXRU,MƏİŞƏT TEXNİKASI,1,03/23/2022 20:26,849.0,4790
27401,737809,1795,BOSTAN ZOĞAL KOMPOTU 1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",5,01/29/2023 07:20,1.85,6590
27402,811030,415,ULKER POTİBOR PEÇENYE 450 QR,ŞİRNİYYAT,1,03/05/2023 05:37,4.05,2653
27403,134791,1418,BALTİKA N7 PİVƏ 0.45 LT,SPİRTLİ İÇKİLƏR,2,10/19/2022 03:30,2.89,4220
27404,587300,3170,ORAL-B ELEKTRİK DİŞ FIRÇASI ÜÇÜN BAŞLIQ 3D BƏYAZ 2 ƏDƏD,ŞƏXSİ BAXIM,5,03/16/2022 02:42,16.55,6438
27405,302514,1651,TIDE YUYUCU TOZ AG VƏ RƏNGLİ PALTARLAR ÜÇÜN LAVANDA TƏRKİBLİ 1.35 KG,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,01/18/2023 21:43,7.95,5333
27406,227838,2391,ZELENAYA APTEKA İNTİM MAYE SABUN ADAÇAYI TƏRKİBLİ 370 ML,ŞƏXSİ BAXIM,3,05/31/2022 04:39,4.59,5118
27407,959308,3437,YANTAR PENDIR 80 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,11/26/2022 20:40,0.57,5700
27408,460666,1879,CICIBEBE UŞAQ ÜÇÜN PEÇENYE 6AY+ 190 QR,KÖRPƏ VƏ UŞAQLAR,5,06/21/2022 23:42,2.29,4421
27409,464117,360,ERIKLI QAZSIZ SU 0.33 LT,ALKOQOLSUZ İÇKİLƏR,4,09/06/2022 12:15,0.85,2546
27410,224743,2323,SANTE CRUNCHY FINDIQ VE BADAM ILE DENLI BATON 35G,BAQQALİYƏ,3,03/15/2022 09:39,1.5,9105
27411,518070,600,BUXARLI UTU TEFAL FV5716,MƏİŞƏT TEXNİKASI,3,02/22/2023 21:37,129.0,4637
27412,740160,1038,GARNIER COLOR NATURALS SAÇ BOYASI N1002,ŞƏXSİ BAXIM,3,10/02/2022 08:52,5.35,1138
27413,442905,1104,MİLLENNİUM GOLD FINDIQLI VƏ ÜZÜMLÜ SÜDLÜ ŞOKOLAD 100 QR,ŞİRNİYYAT,4,03/08/2022 15:12,3.49,5359
27414,613946,1087,FRİXX BARBİKU ÇİPS 70 QR,ŞİRNİYYAT,3,09/16/2022 00:55,1.15,5345
27415,780886,646,FRİXX KLASSİK ÇİPS 70 QR,ŞİRNİYYAT,1,07/15/2022 11:40,1.15,6029
27416,850595,725,NATAKHTARI SAPERAVI ÜZÜM LIMONADI  0.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",5,06/20/2022 17:51,1.89,7061
27417,419474,221,KRAL BİZİMDAD SERVELAT KQ,QASTRONOMİYA,4,12/25/2022 16:59,12.49,5529
27418,839560,528,FERRERO ROCHER QUTU ŞOKOLAD 200 QR,ŞİRNİYYAT,5,11/29/2022 08:59,12.99,1493
27419,497455,2038,BELIY VOLK ETİKETLİ ARAQ 0.5 LT,SPİRTLİ İÇKİLƏR,5,07/19/2022 01:43,7.85,3547
27420,658382,1585,BREST-LITOVSK XAMA 20% 180QR,SÜD MƏHSULLARI VƏ YUMURTALAR,5,04/09/2022 16:57,2.29,7368
27421,517486,1321,GILLETTE BLUE 3 BİRDƏFƏLİK ÜLGÜC 6 ƏDƏDLİ,ŞƏXSİ BAXIM,3,02/25/2023 04:36,13.55,6834
27422,772895,2695,KENT NANO 1 SIQARET,SİQARETLƏR,2,06/04/2022 04:34,3.9,7457
27423,236673,2551,NUR ZAVOD COREYI,UN VƏ QƏNNADI MƏHSULLARI,4,08/16/2022 00:46,0.65,3731
27424,263904,3504,REALME C25Y 4GB 128GB BLUE,MƏİŞƏT TEXNİKASI,1,08/29/2022 03:58,399.0,5097
27425,783386,2275,ELSEVE SAÇ ÜÇÜN BALSAM RƏNG VƏ PARLAQLIQ 200ML,ŞƏXSİ BAXIM,5,06/08/2022 21:06,5.75,1447
27426,202281,3721,NATSIONAL MANNA 800QR PAKET,BAQQALİYƏ,4,03/05/2022 21:04,1.85,7434
27427,305246,1350,NIVEA SPRAY DEO KISI SEHER ENERJI 150ML,ŞƏXSİ BAXIM,4,08/21/2022 02:29,6.75,1149
27428,848623,1366,ELIDOR SAMPUN ELVIN LEVINLER NAR TERKIBLI 650 ML,ŞƏXSİ BAXIM,1,02/06/2023 22:19,9.0,7879
27429,876244,2518,OVEN SADE BAGET 290 QR,UN VƏ QƏNNADI MƏHSULLARI,2,05/29/2022 13:55,1.15,2763
27430,389889,1844,CAPPY PULPY PORTAĞAL ŞİRƏSİ  0.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,03/27/2023 16:52,1.2,2510
27431,724230,2267,OGX SAÇ KONDİSİONERİ QIRILMA ƏLEYHİNƏ KERATİN YAĞ TƏRKİBLİ 385 ML,ŞƏXSİ BAXIM,4,10/20/2022 23:29,18.69,3287
27432,755446,1310,COLGATE DİŞ MƏCUNU FƏRAH NANƏ 50 ML,ŞƏXSİ BAXIM,5,06/09/2022 00:30,2.75,9774
27433,231086,2636,KENO NANO GRAPE KAPSUL SIQARET,SİQARETLƏR,3,12/12/2022 13:09,2.3,2608
27434,369620,2593,ÜLKER OLALA MORUQLU KEKS 70 QR,ŞİRNİYYAT,5,06/14/2022 06:48,1.65,3829
27435,834561,3487,SAMSUNG A52 8GB/256GB VIOLET,MƏİŞƏT TEXNİKASI,5,03/07/2023 12:51,899.0,1440
27436,101430,3296,OSTANKİNO PAPA MOJET EKSTRA BİŞMİŞ KOLBASA 400 QR,QASTRONOMİYA,2,08/22/2022 03:35,7.95,4853
27437,286681,2272,ELSEVE ŞAMPUN ARZULANAN UZUNLUQ 400ML,ŞƏXSİ BAXIM,5,12/30/2022 22:15,4.99,8358
27438,594133,43,PREDO BABY 5 UŞAQ BEZİ JUNİOR JAMB0 48 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,2,10/06/2022 15:48,19.1,2142
27439,355671,825,SEBA KERE YAGI 82 5% 500 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,5,09/09/2022 08:26,10.79,6133
27440,105430,1779,SANDORA PORTAĞAL ŞİRƏSİ  1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,02/05/2023 07:34,2.69,8731
27441,497251,3664,TORRENT ZEYTUN YAŞIL TUMLU 244GR,BAQQALİYƏ,3,03/17/2023 07:53,3.15,4878
27442,794250,103,RASTISHKA KOKTEYL CIYELEK 210 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,4,05/09/2022 02:43,1.59,1410
27443,333648,249,KRAL ZƏNGƏZUR DOKTOR KQ,QASTRONOMİYA,2,09/23/2022 18:37,11.9,6635
27444,736773,3757,OVEN SIMIT COVDAR,UN VƏ QƏNNADI MƏHSULLARI,5,03/02/2023 18:13,0.99,1363
27445,669064,1233,AKBAR ÇAY EARL GREY 500Q QUTU,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,09/10/2022 18:05,13.05,9172
27446,827289,2077,KHAREBA SAPERAVI GVIRABI QIRMIZI TURŞ ŞƏRAB 0.75LT,SPİRTLİ İÇKİLƏR,4,02/09/2023 00:36,19.99,9574
27447,832771,2421,UNICONF BABAYEVSKIY ORIGINAL KONFET KQ,ŞİRNİYYAT,1,07/16/2022 08:06,18.99,6870
27448,508508,616,TOZSORAN MESKO MS 7033,MƏİŞƏT TEXNİKASI,4,01/02/2023 19:31,9.9,3774
27449,729283,613,CHAYNIK BOSCH TWK8611P,MƏİŞƏT TEXNİKASI,2,03/08/2022 14:05,199.0,6260
27450,732311,1486,TRIMMER PANASONIC ER-GB60K520,MƏİŞƏT TEXNİKASI,4,03/22/2023 00:27,179.0,2083
27451,198819,3481,SAMSUNG A52 4GB/128GB BLACK,MƏİŞƏT TEXNİKASI,3,07/04/2022 22:05,719.0,8245
27452,578183,1851,KABRITA USAQ UCUN PURE BANAN PECENYE ILE 100GR,KÖRPƏ VƏ UŞAQLAR,5,04/28/2022 10:56,6.36,9916
27453,902043,2457,OVEN DOĞRANMIŞ BAGET,UN VƏ QƏNNADI MƏHSULLARI,5,08/29/2022 10:21,0.25,1358
27454,722596,1279,CAFE MIMI KÖPÜKLƏNƏN SÜNGƏR ÇƏHRAYI SEVGİ 60 GR,ŞƏXSİ BAXIM,2,10/15/2022 09:33,5.25,2914
27455,162582,514,ELIT BOHEM ASSORTİ ŞOKOLAD 312 QR,ŞİRNİYYAT,2,02/17/2023 21:21,19.99,8767
27456,798038,1061,GARNIER COLOR NATURALS SAÇ BOYASI ŞOKALAD 5.15,ŞƏXSİ BAXIM,3,06/21/2022 02:26,5.35,8748
27457,792943,1912,REFRIGERATOR FINLUX NF 319INX,MƏİŞƏT TEXNİKASI,5,01/28/2023 09:12,769.0,9025
27458,394906,25,MAMAKO PREMIUM 0-6 AY SUD QARISIGI 400GR,KÖRPƏ VƏ UŞAQLAR,1,08/16/2022 17:46,48.99,5498
27459,591619,527,FERRERO ROCHER QUTU ŞOKOLAD 300 QR,ŞİRNİYYAT,2,07/01/2022 20:33,26.49,6968
27460,269924,3465,SAMSUNG SM-A225 4/128GB  GREEN,MƏİŞƏT TEXNİKASI,4,09/21/2022 20:06,499.0,6109
27461,883730,543,CHAYNIK MS 1236C 0.6LT MESKO,MƏİŞƏT TEXNİKASI,1,06/29/2022 21:28,19.99,8748
27462,928676,2167,QEHVEUYUDEN MR-452 MAESTRO,MƏİŞƏT TEXNİKASI,3,09/21/2022 03:30,49.99,9261
27463,202187,3695,YUMRU DÜYÜ 1KQ ÇƏKİ,BAQQALİYƏ,5,04/07/2022 13:15,2.99,3863
27464,836651,3406,PAŞABAHÇE DƏRİN BOŞQAB 22SM  (OLİVE),EV VƏ MƏTBƏX ƏŞYALARI,3,07/04/2022 19:23,4.59,1065
27465,220775,1230,AHMAD ÇAY EARL GREY 500G,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,02/23/2023 14:01,15.63,1836
27466,922839,1144,ABAD ALMA QURUSU 300 QR,ŞİRNİYYAT,2,05/18/2022 22:46,5.2,5786
27467,624169,639,FRİXX PENDİRLİ ÇİPS 145 QR,ŞİRNİYYAT,1,03/20/2022 07:49,2.39,6558
27468,233926,2320,NESTLE FITNES ŞOKOLADLI BANANLI BATON 23.5G,BAQQALİYƏ,4,08/11/2022 23:07,0.95,2664
27469,664841,960,SARIKIZ TROPIK MEYVƏ ƏTİRLİ QAZLI SU 0.2 LT,ALKOQOLSUZ İÇKİLƏR,1,07/18/2022 22:26,0.95,6563
27470,791220,3663,TORRENT ZEYTUN YAŞIL TUMLU 300GR,BAQQALİYƏ,2,05/14/2022 13:00,2.89,4255
27471,513135,2333,AZUR YER BEZİ AG RƏNG 1 ƏDƏD,EV TƏMİZLİYİ VƏ AKSESUARLARI,2,01/21/2023 00:12,1.59,8352
27472,645214,2046,XORTICA ICE ARAQ 0.5 LT,SPİRTLİ İÇKİLƏR,4,09/13/2022 14:19,11.59,3313
27473,161748,3242,BRAVO BİSTRO SOSİS,QASTRONOMİYA,5,02/22/2023 03:40,8.99,2339
27474,769752,732,COCA-COLA ŞƏKƏRSİZ  1.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",1,06/23/2022 22:33,1.7,1130
27475,560354,1404,BELIY VOLK DEKORLU ARAQ 1 LT,SPİRTLİ İÇKİLƏR,3,09/09/2022 16:12,13.05,1017
27476,187006,1864,SIMILAK GOLD 1 0-6 AY USAQ SUDU 400 GR,KÖRPƏ VƏ UŞAQLAR,4,11/17/2022 13:25,22.09,1993
27477,956797,1293,MOLPED P.LINERS DEO FLOWER 20PCS,ŞƏXSİ BAXIM,4,05/03/2022 11:25,1.89,7295
27478,113196,129,SAB DOVGA XAN 200ML,SÜD MƏHSULLARI VƏ YUMURTALAR,5,11/05/2022 22:38,0.65,8021
27479,418252,681,PATRON 4D 40QR,ŞİRNİYYAT,3,07/29/2022 12:31,0.35,8824
27480,930122,1480,FEN ROWENTA CV1612F0 2000W,MƏİŞƏT TEXNİKASI,4,02/14/2023 13:54,59.0,8451
27481,218186,2769,GILTEKS 2NEFERLIK KREM CARSAF 240X260,TEKSTİL,5,03/14/2022 07:52,15.99,3308
27482,272482,679,LAYS STIKS CEDDER 125QR,ŞİRNİYYAT,3,10/17/2022 04:05,2.99,1291
27483,361126,1307,BOROPLUS AYAQ UCUN KREM 50ML,ŞƏXSİ BAXIM,4,04/27/2022 17:42,4.19,6697
27484,253685,1228,AKBAR ÇAY EARL GREY 250Q QUTU,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",5,03/31/2023 05:48,6.95,2157
27485,784734,618,BUXARLI UTU TEFAL FV5685,MƏİŞƏT TEXNİKASI,1,09/25/2022 02:58,229.99,6017
27486,532180,471,ƏFSANƏ PİVƏ 0.5 LT,SPİRTLİ İÇKİLƏR,5,08/22/2022 00:08,1.9,7563
27487,926494,481,EFES ALKOQOLSUZ PİVƏ 0.33 LT,SPİRTLİ İÇKİLƏR,5,06/26/2022 04:53,2.39,6578
27488,886540,2394,MOLPED BEZLƏRİ PURE&SOFT GİGİYENİK  GECƏ 6 ƏDƏD,ŞƏXSİ BAXIM,4,04/11/2022 23:27,3.45,1918
27489,930850,3299,SARİSİNO RUSSKAYA NATURAL BİŞMİŞ KOLBASA 500 QR,QASTRONOMİYA,3,03/16/2022 15:53,9.89,4512
27490,748122,1992,ARKO DƏRİ QAYĞISI GÖZƏLLİK SABUNU 90 GR,ŞƏXSİ BAXIM,1,08/02/2022 12:22,0.75,7569
27491,642148,1415,STARAPRAGA PİVƏ 0.5 LT,SPİRTLİ İÇKİLƏR,2,05/29/2022 18:51,2.45,1440
27492,274113,2432,ROSHEN MINKY-BINKY KQ,ŞİRNİYYAT,2,05/05/2022 13:01,8.05,9050
27493,578642,2331,ETIMEK 15X125 GR CLASSIK ETI,BAQQALİYƏ,1,10/06/2022 12:36,2.09,8628
27494,443201,1901,WASHING MACHINE FINLUX F4T0812W,MƏİŞƏT TEXNİKASI,1,04/01/2022 08:41,649.0,6190
27495,840538,3268,HALAL NEMƏT İMSAK SOSİS KQ,QASTRONOMİYA,3,05/30/2022 02:36,11.19,8424
27496,634074,2602,7DAYS MINI KRUASAN KAKAO İÇLİKLİ 200 QR,ŞİRNİYYAT,1,10/10/2022 07:54,3.89,1513
27497,480358,2115,TRIMMER PANASONIC ER-GB40R520,MƏİŞƏT TEXNİKASI,3,04/12/2022 00:47,159.0,4450
27498,797538,2648,SOBRANIE BLACK SIQARET,SİQARETLƏR,5,04/01/2022 09:16,4.2,7701
27499,708967,3665,FRAU MARTA YASIL NOXUD 420G,BAQQALİYƏ,5,03/10/2022 06:17,2.99,9363
27500,113879,2342,YORK METAL QAB SÜRTGƏCİ 3 ƏDƏD,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,03/22/2023 05:25,1.49,5308
27501,253447,2731,BREF TUALET BLOKU AKTİV LAVANDA 50 GR,EV TƏMİZLİYİ VƏ AKSESUARLARI,5,03/07/2022 16:29,9.15,2716
27502,178109,2216,GILTEKS 2LI KREM YASTIQ UZU 50X70,TEKSTİL,2,04/06/2022 16:08,6.99,5909
27503,693698,3690,QOTOVIM DOMA GÜNƏBAXAN YAĞI 1L,BAQQALİYƏ,1,12/16/2022 04:36,4.55,5180
27504,349217,2327,SANTE CRUNCHY QUŞÜZÜM MORUQ XIRCIL KƏPƏK BAT 40G,BAQQALİYƏ,1,06/14/2022 16:06,1.5,8219
27505,144803,2416,ŞİRİN FINDIQ DRAJE KONFET KQ,ŞİRNİYYAT,1,07/31/2022 23:28,21.59,5842
27506,600645,637,FRIXX TARXUN CHIPS 70QR,ŞİRNİYYAT,1,12/31/2022 00:34,0.59,8557
27507,611726,2789,GILTEKS MAVI 2NEFERLIK YATAQ DESTI,TEKSTİL,5,07/12/2022 08:37,59.99,8837
27508,799750,2124,SAMSUNG A72 6GB/128GB BLUE,MƏİŞƏT TEXNİKASI,5,01/02/2023 04:43,999.0,2798
27509,833243,3391,ANNA ZARADNA STANDART PLASTİK ÇƏNGƏL 12 ƏDƏD,EV VƏ MƏTBƏX ƏŞYALARI,2,10/30/2022 13:30,1.0,5442
27510,701198,108,UZUN OMUR IVANOVKA SHOR 1KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,4,01/16/2023 00:51,6.73,3544
27511,339692,933,MIA DUŞES LIMONADI  0.75 LT,ALKOQOLSUZ İÇKİLƏR,5,04/26/2022 13:26,1.26,2975
27512,545662,3401,PAŞABAHÇE SU STƏKANI 285ML (FAZENDA),EV VƏ MƏTBƏX ƏŞYALARI,2,10/20/2022 03:51,3.49,5345
27513,812171,1660,VERNEL YUMUŞALDICI USAQ PALTARLARI ÜÇÜN 910 ML,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,11/17/2022 22:03,6.65,7527
27514,583904,1394,BALTIKA N9 ALBALI ƏTİRLİ PİVƏ 0.45 LT,SPİRTLİ İÇKİLƏR,2,10/10/2022 15:43,2.85,8418
27515,184663,2314,GULLON DİYETİK MUSLI PECENYE 75G,BAQQALİYƏ,5,02/08/2023 03:00,2.25,2540
27516,124364,2506,MAMAM BAKERY BULKA CEMLİ,UN VƏ QƏNNADI MƏHSULLARI,1,02/11/2023 08:04,0.55,2222
27517,344257,1607,QOZ EXTRA 150 QR ED,MEYVƏ VƏ TƏRƏVƏZ,5,01/27/2023 22:28,2.79,2338
27518,730155,2294,ELSEVE ŞAMPUN 3 NÖV GİL NORMAL VƏ YAĞLI SAÇLAR ÜÇÜN 400ML,ŞƏXSİ BAXIM,2,06/27/2022 19:29,4.99,7255
27519,716306,954,SPRITE  1.5 LT,ALKOQOLSUZ İÇKİLƏR,5,07/09/2022 23:15,1.7,2277
27520,937451,2114,"TAB M 10.3 LTE 4GB/64GB""",MƏİŞƏT TEXNİKASI,3,04/15/2022 18:38,499.0,4311
27521,281162,1076,GARNIER COLOR NATURALS SAÇ BOYASI DƏRİN AÇIQ ŞOBALID 6,ŞƏXSİ BAXIM,3,11/29/2022 09:58,5.35,4528
27522,914053,250,MILLI SOSİS KÖZÜSTÜ KQ,QASTRONOMİYA,4,04/28/2022 00:20,13.65,3619
27523,580100,2147,DOGRAYICI  TEFAL MB470B30,MƏİŞƏT TEXNİKASI,3,05/24/2022 23:48,119.99,3774
27524,359636,836,RASTISHKA KOKTEYL CIYELEK 210 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,1,09/22/2022 07:18,1.59,1457
27525,909354,1327,GOLDEN ROSE GOZ QELEMI  ARZULANAN GOZLER N401,ŞƏXSİ BAXIM,4,10/19/2022 04:34,3.49,2420
27526,808461,2762,GILTEKS 1NEFERLIK KREM CARSAF 100X200,TEKSTİL,3,11/03/2022 04:42,18.99,8912
27527,964541,2495,MAMAM BAKERY BULKA UREK,UN VƏ QƏNNADI MƏHSULLARI,3,10/13/2022 11:07,0.65,6130
27528,424494,2819,TV LED TCL 40S65A,MƏİŞƏT TEXNİKASI,5,07/31/2022 18:02,439.0,9014
27529,936095,318,OSTANKİNO SOÇNIYE SOSİS 450 QR,QASTRONOMİYA,3,05/13/2022 12:07,8.95,3095
27530,485499,1912,REFRIGERATOR FINLUX NF 319INX,MƏİŞƏT TEXNİKASI,3,07/11/2022 10:20,769.0,8158
27531,474780,12,BUVA USAQ UCUN MINERAL SU QAZSIZ 6 EDED 330ML,KÖRPƏ VƏ UŞAQLAR,1,06/21/2022 21:01,2.4,9488
27532,502041,3261,HALAL NEMƏT TOYUQ KOLBASA KQ,QASTRONOMİYA,2,01/30/2023 18:02,14.2,2222
27533,986111,2420,AKKOND KONFET DİVNAYA PTİTSA KQ,ŞİRNİYYAT,5,01/21/2023 19:34,17.69,7361
27534,736385,2450,SNICKERS MINIS KG,ŞİRNİYYAT,3,10/31/2022 14:07,19.99,3229
27535,858585,3304,OSTANKİNO RUSSKİY SERVELAT 310 QR,QASTRONOMİYA,3,10/19/2022 19:00,8.9,5979
27536,477645,2542,FANAT UNLAMA 300Q,UN VƏ QƏNNADI MƏHSULLARI,1,03/29/2022 07:26,1.2,7026
27537,243990,1017,AZERSUD LAKTOZASIZ SUD 3 2% 1L,SÜD MƏHSULLARI VƏ YUMURTALAR,5,02/01/2023 12:53,3.15,6577
27538,179928,1416,NEMIROFF DELIKAT ARAQ 0.7 LT,SPİRTLİ İÇKİLƏR,4,05/13/2022 23:10,26.08,9456
27539,485823,835,ACTIMEL GILEMEYVE 100 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,5,09/23/2022 17:19,1.49,1919
27540,537649,288,SEVİMLİ DAD KÖZLƏMƏ SOSİS KQ,QASTRONOMİYA,1,10/03/2022 03:41,9.49,6041
27541,893863,3174,COLGATE DİŞ FIRÇASI 360 SADƏ 1+1,ŞƏXSİ BAXIM,1,02/04/2023 05:35,7.25,5150
27542,624350,364,BADAMLI QAZSIZ SU 0.3 LT,ALKOQOLSUZ İÇKİLƏR,4,11/18/2022 14:20,0.4,2753
27543,436073,246,SARİSİNO BİŞMİŞ HİSƏ VERİLMİŞ BEKON 150 QR,QASTRONOMİYA,1,01/30/2023 14:12,6.89,3052
27544,734386,2594,ETI HOŞBEŞ KAKAOLU VAFLİ 40 QR,ŞİRNİYYAT,1,07/09/2022 17:13,0.6,7056
27545,612772,424,ETI PETİT BEURRE PEÇENYE 200 QR,ŞİRNİYYAT,3,05/28/2022 02:40,1.85,9869
27546,260613,2570,BADİKUBƏ 6 İLLİK VİSKİ 0.5 LT,SPİRTLİ İÇKİLƏR,2,05/21/2022 00:23,14.05,4018
27547,563820,1567,PAPI Q.DESMAL_22/20 CM_70/24,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,05/17/2022 00:08,1.45,1266
27548,100390,2833,TV SAMSUNG UE50AU7100UXRU,MƏİŞƏT TEXNİKASI,5,09/18/2022 09:48,1329.0,1002
27549,343937,2576,OLMECA BLANCO TEKİLA 0.7 LT,SPİRTLİ İÇKİLƏR,3,02/26/2023 06:43,51.49,1162
27550,526166,2162,IZGARA TEFAL QARA,MƏİŞƏT TEXNİKASI,5,07/06/2022 03:41,239.99,4525
27551,399296,250,MILLI SOSİS KÖZÜSTÜ KQ,QASTRONOMİYA,4,07/12/2022 11:40,13.65,3512
27552,826628,3094,HUGGIES ULTRA COMFORT UŞAQ BEZİ N4 8-14 KQ QIZLAR ÜÇÜN 19 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,2,03/27/2023 04:18,12.39,1918
27553,586334,3260,OVQAT SOBA SOSİS UŞAQLAR ÜÇÜN PC,QASTRONOMİYA,5,01/11/2023 17:51,12.89,5662
27554,617904,1865,"NESTLE SÜDLÜ SIYIQ ÇOXDƏNLİ, BAL, ƏRİK 9 AYDAN 220 QR",KÖRPƏ VƏ UŞAQLAR,3,03/08/2022 00:19,6.15,6349
27555,307806,1743,AHMAD ÇAY CEYLON 500QR QUTU,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,11/29/2022 00:37,20.3,4003
